index,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
3122,City Hotel,0,451,2017,July,28,12,0,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,2017-07-15,Dakota Cook,DCook@aol.com,557-361-2039,************7570
3123,City Hotel,1,6,2017,May,19,10,0,1,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,47.0,,0,Transient,90.0,0,0,Canceled,2017-05-05,Max Baker,Baker_Max@gmail.com,229-038-3562,************3518
3124,Resort Hotel,0,315,2016,September,36,2,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,436.0,,0,Transient,64.8,0,0,Check-Out,2016-09-09,Joshua Acosta,Acosta_Joshua86@zoho.com,966-470-5605,************2709
3125,City Hotel,0,55,2015,November,47,18,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,60.0,0,1,Check-Out,2015-11-22,Kristin Chambers,Kristin.C@hotmail.com,961-062-9335,************4386
3126,City Hotel,1,286,2015,July,31,30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01,Danielle Parker,Parker_Danielle@zoho.com,855-666-7670,************3932
3127,City Hotel,0,141,2016,September,39,23,0,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,163.8,0,1,Check-Out,2016-09-25,Jennifer Jones,Jennifer.Jones@zoho.com,304-493-3203,************4950
3128,Resort Hotel,0,26,2015,September,36,1,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,146.0,0,2,Check-Out,2015-09-03,Deborah Spencer,DSpencer@hotmail.com,166-239-4602,************4469
3129,City Hotel,0,5,2015,August,34,19,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,67.0,0,1,Check-Out,2015-08-21,Christina Johnson,CJohnson@hotmail.com,898-653-8833,************1426
3130,City Hotel,0,19,2017,January,1,2,1,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,96.9,0,2,Check-Out,2017-01-06,Joseph Decker,Joseph.Decker@zoho.com,572-495-2247,************6054
3131,City Hotel,1,67,2017,July,31,30,4,5,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,103.68,0,0,Canceled,2017-07-23,Christina Sullivan,Sullivan_Christina83@yandex.com,400-622-3714,************9875
3132,City Hotel,0,28,2017,June,23,9,1,2,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient,181.0,0,0,Check-Out,2017-06-12,Mark Owens,Owens.Mark@att.com,896-957-6834,************7041
3133,City Hotel,0,57,2017,February,6,5,2,2,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,51.05,0,1,Check-Out,2017-02-09,Andrew Harris,Harris_Andrew@protonmail.com,414-778-9700,************1255
3134,City Hotel,0,88,2017,May,20,15,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,137.25,0,2,Check-Out,2017-05-19,Amy Jones,Jones_Amy@xfinity.com,892-424-7625,************7149
3135,City Hotel,0,353,2017,May,21,24,0,3,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,1,Check-Out,2017-05-27,Carrie Green,CGreen@yandex.com,712-739-0149,************7162
3136,Resort Hotel,1,42,2016,November,45,2,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,55.8,0,2,Canceled,2016-10-01,Mary Jackson,Jackson_Mary@hotmail.com,450-777-6880,************6161
3137,Resort Hotel,0,3,2017,February,7,18,0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,436.0,,0,Transient,42.0,1,0,Check-Out,2017-02-19,Andrea Craig,ACraig@mail.com,835-983-9535,************9994
3138,Resort Hotel,1,24,2016,June,24,8,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,122.33,0,0,Canceled,2016-05-21,Tony Wilson,Wilson.Tony@yahoo.com,656-312-0706,************3839
3139,City Hotel,1,198,2016,September,37,9,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,120.0,0,0,Canceled,2016-03-15,Gregory Deleon,GregoryDeleon@att.com,834-070-5435,************8201
3140,City Hotel,1,261,2015,October,42,16,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,120.0,0,0,Canceled,2015-07-08,Willie Harrison,WillieHarrison@mail.com,135-116-9237,************4277
3141,City Hotel,1,507,2017,August,33,15,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2017-08-04,Jerome Garcia,JeromeGarcia@gmail.com,174-958-4548,************8317
3142,Resort Hotel,0,96,2017,April,15,9,2,5,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,41.2,1,0,Check-Out,2017-04-16,Kimberly Petersen,KPetersen@mail.com,385-127-8355,************7561
3143,Resort Hotel,1,63,2016,March,13,24,1,3,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,74.0,0,2,Canceled,2016-03-01,William Rivers,WRivers@gmail.com,830-679-8042,************9385
3144,Resort Hotel,0,203,2017,April,17,25,0,2,2,0.0,0,HB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,502.0,,0,Transient-Party,90.0,0,0,Check-Out,2017-04-27,Heather Page,HeatherPage@yahoo.com,582-369-6527,************8538
3145,City Hotel,0,74,2016,December,52,24,2,3,1,0.0,0,HB,FRA,Direct,Direct,0,0,0,D,D,1,No Deposit,,,0,Transient,127.0,0,0,Check-Out,2016-12-29,Brian Werner Jr.,Brian.J@yahoo.com,589-957-3747,************2769
3146,City Hotel,1,395,2017,May,20,17,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,90.0,0,0,Canceled,2017-03-25,Amy Williams,Williams.Amy@mail.com,264-889-7680,************3471
3147,City Hotel,1,45,2016,December,51,12,1,3,2,0.0,0,BB,TMP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,96.9,0,2,Canceled,2016-11-24,Patrick Zuniga,Zuniga.Patrick@comcast.net,887-681-2154,************5008
3148,City Hotel,0,3,2016,February,10,29,1,3,2,1.0,1,BB,MAR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,183.0,0,1,Check-Out,2016-03-04,Margaret Valenzuela,Margaret.Valenzuela@comcast.net,471-047-5962,************6496
3149,Resort Hotel,1,181,2016,October,43,16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11.0,,0,Transient,37.0,0,0,Canceled,2016-07-18,David Beard,DBeard@protonmail.com,136-946-7458,************4830
3150,City Hotel,0,13,2016,May,22,28,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,,0,Transient,156.0,0,2,Check-Out,2016-05-29,Edgar Williams,EdgarWilliams@zoho.com,928-262-2460,************2299
3151,City Hotel,1,25,2017,May,20,20,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,90.0,0,0,Canceled,2017-04-25,Kyle Rodriguez,Kyle.Rodriguez@xfinity.com,903-502-7113,************2083
3152,City Hotel,1,305,2016,October,40,1,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,35.0,,17,Transient,100.0,0,0,Canceled,2015-12-18,Amy Hall,Amy.H80@yahoo.com,585-338-7930,************9649
3153,City Hotel,0,87,2016,June,24,9,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,97.71,0,0,Check-Out,2016-06-12,Shannon Lewis,Shannon_Lewis@protonmail.com,219-592-4638,************6904
3154,City Hotel,1,34,2016,December,53,25,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.2,0,0,Canceled,2016-11-30,Robert White,White.Robert@outlook.com,105-547-7928,************6217
3155,Resort Hotel,0,87,2016,February,7,9,1,5,2,0.0,0,HB,MUS,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,98.0,0,2,Check-Out,2016-02-15,Walter Meyer,Walter_M@aol.com,263-166-3748,************5823
3156,City Hotel,0,0,2015,September,37,10,0,1,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,68.0,0,Transient,90.0,0,0,Check-Out,2015-09-11,Joel Valentine,Valentine_Joel@mail.com,604-862-5542,************3259
3157,Resort Hotel,0,14,2017,August,34,24,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Group,135.0,0,0,Check-Out,2017-08-31,Robert Green,RobertGreen@zoho.com,904-454-0913,************4189
3158,City Hotel,0,198,2017,July,29,20,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,96.9,0,0,Check-Out,2017-07-23,Joseph Glover,Joseph_Glover@xfinity.com,796-322-3176,************5160
3159,City Hotel,1,33,2015,December,50,9,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,44.0,,0,Transient,110.0,0,0,Canceled,2015-11-16,Joshua Burton,Joshua_B@att.com,975-257-8646,************2457
3160,City Hotel,0,28,2017,January,4,24,0,5,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,67.58,0,1,Check-Out,2017-01-29,Kevin Clayton,Kevin.C@gmail.com,903-012-5156,************5699
3161,Resort Hotel,0,0,2016,March,14,30,0,2,2,0.0,0,BB,,Direct,Direct,0,0,4,F,F,0,No Deposit,,,0,Transient,82.35,0,1,Check-Out,2016-04-01,Charles Fuller,CharlesFuller71@mail.com,787-475-7191,************5012
3162,City Hotel,1,290,2016,December,49,1,1,3,2,0.0,0,BB,SVK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,73.95,0,0,Canceled,2016-10-27,Charles Hernandez,CharlesHernandez@yahoo.com,820-402-2308,************9279
3163,Resort Hotel,0,171,2017,August,31,1,2,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,191.11,0,2,Check-Out,2017-08-10,Jessica Smith,Jessica.S@att.com,822-850-5728,************9998
3164,City Hotel,0,221,2017,May,19,11,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,138.6,0,1,Check-Out,2017-05-15,Stephen Harrison,Stephen_H@yahoo.com,638-037-4703,************1158
3165,Resort Hotel,0,24,2016,May,19,7,2,5,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient-Party,85.0,0,0,Check-Out,2016-05-14,Nicole Neal,Nicole_Neal16@xfinity.com,407-996-7950,************8472
3166,City Hotel,1,9,2016,June,27,27,1,3,2,0.0,0,HB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,194.0,0,2,Canceled,2016-06-20,Carol Butler,Butler_Carol70@att.com,326-042-4330,************3203
3167,Resort Hotel,0,0,2017,April,17,24,1,0,2,1.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,126.0,1,0,Check-Out,2017-04-25,Karen Montgomery,Karen.Montgomery@comcast.net,908-630-5523,************1920
3168,City Hotel,0,247,2016,June,24,6,1,1,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-06-08,Charles Moore,Charles_M@mail.com,436-684-6084,************7466
3169,City Hotel,0,30,2017,August,33,17,0,3,2,1.0,0,BB,FRA,Direct,Direct,0,0,0,B,A,1,No Deposit,14.0,,0,Transient-Party,138.02,0,2,Check-Out,2017-08-20,Andrew Perez,AndrewPerez87@att.com,811-489-8542,************9513
3170,City Hotel,0,12,2015,August,32,5,0,3,2,0.0,0,BB,RUS,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,38.0,0,Transient-Party,65.0,0,0,Check-Out,2015-08-08,Nicole Cruz,Cruz_Nicole95@protonmail.com,448-973-6047,************4973
3171,City Hotel,0,2,2016,June,23,2,0,2,2,0.0,0,BB,PRT,Online TA,Corporate,0,0,0,A,E,0,No Deposit,,263.0,0,Transient,120.0,0,0,Check-Out,2016-06-04,Ryan Mccoy,Ryan_M64@aol.com,812-160-1983,************1808
3172,City Hotel,0,8,2017,April,15,10,1,1,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,140.0,0,1,Check-Out,2017-04-12,Adam Harris,Adam.Harris53@yahoo.com,824-755-0819,************6820
3173,Resort Hotel,1,208,2016,August,36,28,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,240.0,,0,Transient,122.86,0,1,Canceled,2016-08-16,Brian Thomas,Brian_T@mail.com,709-703-4862,************1585
3174,Resort Hotel,0,0,2016,August,35,22,0,0,2,0.0,0,HB,ESP,Online TA,TA/TO,1,0,0,D,I,0,No Deposit,240.0,,0,Transient,0.0,0,1,Check-Out,2016-08-22,Bryan Petersen,Bryan_P@protonmail.com,505-951-9798,************5300
3175,City Hotel,0,5,2016,April,15,4,1,1,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.0,0,1,Check-Out,2016-04-06,Tristan Russell,TristanRussell78@comcast.net,460-895-9003,************8647
3176,Resort Hotel,0,0,2015,November,45,1,1,0,2,0.0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,6.0,,0,Group,81.9,0,0,Check-Out,2015-11-02,Jennifer Ramos,Jennifer.Ramos@yandex.com,455-393-4506,************9781
3177,Resort Hotel,0,80,2017,April,17,24,1,1,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,,0,Transient,152.0,1,2,Check-Out,2017-04-26,David Calderon,David.Calderon@outlook.com,371-350-2971,************5606
3178,City Hotel,0,18,2016,April,14,2,0,1,2,0.0,0,SC,BGR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.0,0,1,Check-Out,2016-04-03,Ashley Calhoun,Calhoun.Ashley36@att.com,190-600-9057,************9510
3179,Resort Hotel,1,6,2016,January,2,8,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,96.0,0,0,Canceled,2016-01-04,James Orr,James_Orr@comcast.net,135-854-2431,************8746
3180,City Hotel,0,265,2017,July,29,17,1,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,120.6,0,1,Check-Out,2017-07-21,Jacqueline Sanders,Sanders_Jacqueline@outlook.com,870-957-0373,************9830
3181,City Hotel,0,8,2016,June,26,19,1,0,2,0.0,0,HB,PRT,Complementary,Direct,1,0,1,G,G,0,No Deposit,,,0,Transient,0.0,0,1,Check-Out,2016-06-20,Michael Gonzalez,MichaelGonzalez33@att.com,278-097-9608,************9600
3182,City Hotel,0,0,2015,November,46,9,1,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Contract,106.0,1,1,Check-Out,2015-11-13,Jennifer Garcia,Jennifer_G@att.com,848-438-6392,************1943
3183,Resort Hotel,1,169,2016,October,41,4,0,5,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,240.0,,0,Transient,81.0,0,0,Canceled,2016-05-14,Dawn Frazier,Dawn.Frazier57@att.com,907-226-3129,************8809
3184,City Hotel,0,21,2016,December,52,20,2,5,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,1,Check-Out,2016-12-27,Kathy Pearson,KPearson26@outlook.com,641-206-5203,************2879
3185,Resort Hotel,0,1,2015,December,49,2,0,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,98.0,1,1,Check-Out,2015-12-03,Kelly Valdez,Valdez_Kelly@aol.com,304-754-8304,************2793
3186,City Hotel,0,301,2016,July,31,30,1,1,1,0.0,0,HB,BIH,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,90.0,0,0,Check-Out,2016-08-01,Carlos Curtis,Carlos.Curtis61@verizon.com,312-741-1793,************2357
3187,City Hotel,0,15,2017,February,7,13,1,2,2,0.0,0,HB,NGA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,83.0,,0,Transient,126.4,0,0,Check-Out,2017-02-16,Thomas Kelley,Kelley_Thomas82@gmail.com,477-109-4072,************8268
3188,City Hotel,0,86,2017,May,18,2,0,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,97.02,0,1,Check-Out,2017-05-05,Anthony Shepherd,Anthony.S@xfinity.com,918-847-6279,************9877
3189,City Hotel,1,75,2016,July,29,11,1,1,1,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,123.3,0,0,Canceled,2016-05-09,Matthew Salazar,Matthew.Salazar@gmail.com,502-799-8444,************9640
3190,Resort Hotel,1,103,2017,January,4,22,4,9,2,2.0,0,BB,TUR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,86.0,0,0,Canceled,2016-12-13,James Hunt,Hunt_James@protonmail.com,849-410-4797,************7712
3191,Resort Hotel,1,150,2016,November,46,10,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,30.24,0,0,Canceled,2016-07-22,Tiffany Cohen DDS,Tiffany.D@protonmail.com,234-554-3033,************9441
3192,City Hotel,0,316,2016,May,22,26,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,30.0,,0,Transient-Party,100.0,0,0,Check-Out,2016-05-29,Jared Thomas,Jared.T@verizon.com,668-167-1610,************3602
3193,City Hotel,0,32,2016,July,28,4,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,10,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,1,Check-Out,2016-07-06,John Smith,Smith.John97@outlook.com,997-212-6864,************8601
3194,Resort Hotel,0,173,2016,July,31,25,2,5,3,0.0,0,HB,ROU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,11.0,,0,Transient,196.52,0,0,Check-Out,2016-08-01,Sergio Mason,Mason.Sergio11@xfinity.com,756-843-5091,************3574
3195,Resort Hotel,0,43,2017,January,4,27,2,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,I,2,No Deposit,240.0,,0,Transient-Party,0.0,0,1,Check-Out,2017-02-01,Cynthia Maldonado,CynthiaMaldonado46@xfinity.com,930-179-4279,************6915
3196,City Hotel,0,236,2017,July,27,4,0,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,16.0,,0,Transient-Party,80.1,0,0,Check-Out,2017-07-07,Dr. Emily Gardner,Dr..G76@aol.com,604-367-1809,************6060
3197,City Hotel,0,296,2016,September,39,21,0,4,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Transient-Party,117.0,0,1,Check-Out,2016-09-25,Cindy Carr,CCarr@gmail.com,606-508-1366,************5599
3198,City Hotel,0,0,2016,October,42,13,0,0,2,0.0,0,BB,PRT,Direct,Direct,1,0,0,F,K,0,No Deposit,14.0,,0,Transient,0.0,0,0,Check-Out,2016-10-13,Rebecca Leon,Rebecca_L36@aol.com,366-057-8358,************8262
3199,City Hotel,0,255,2017,March,13,30,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,70.66,0,2,Check-Out,2017-04-02,Kayla James,KJames@yahoo.com,170-806-1133,************7641
3200,City Hotel,0,125,2016,April,16,12,0,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,99.45,0,0,Check-Out,2016-04-17,Jason Garcia,Jason.Garcia82@aol.com,273-011-9632,************9799
3201,Resort Hotel,0,159,2015,August,33,10,3,10,2,0.0,0,BB,,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient-Party,147.6,0,1,Check-Out,2015-08-23,Rita Lewis,Rita_Lewis58@verizon.com,589-987-6378,************4945
3202,City Hotel,0,148,2016,July,30,19,0,5,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,79.2,0,1,Check-Out,2016-07-24,Jose Pennington,Jose_Pennington24@yandex.com,469-879-0186,************5354
3203,City Hotel,0,31,2017,May,20,14,2,1,1,0.0,0,BB,DEU,Groups,Corporate,0,0,0,A,A,1,No Deposit,459.0,,0,Transient-Party,130.0,0,0,Check-Out,2017-05-17,Richard Burke,Burke.Richard@yahoo.com,885-837-5262,************1301
3204,City Hotel,0,162,2015,September,38,17,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,70.0,0,0,Check-Out,2015-09-20,Kevin Kane,KevinKane@aol.com,404-664-9442,************7241
3205,City Hotel,1,44,2016,February,8,17,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,44.0,,3,Transient,75.0,0,0,Canceled,2016-01-16,David Hall,Hall_David@comcast.net,263-273-9386,************9281
3206,City Hotel,1,179,2016,July,27,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,65.0,0,0,Canceled,2016-05-10,Laurie Nixon,Laurie_N99@yahoo.com,904-233-8370,************4036
3207,City Hotel,0,79,2017,January,4,26,0,1,1,0.0,0,BB,POL,Groups,TA/TO,0,0,0,A,A,1,No Deposit,,365.0,0,Transient-Party,85.0,0,0,Check-Out,2017-01-27,Dale Chang,Dale_Chang@gmail.com,792-970-7020,************2163
3208,Resort Hotel,0,1,2016,October,45,30,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,66.0,1,1,Check-Out,2016-11-01,Patrick Henderson,PatrickHenderson@verizon.com,605-193-6654,************1732
3209,City Hotel,0,80,2016,November,45,4,1,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,94.6,0,1,Check-Out,2016-11-07,Krystal Moore,KMoore@att.com,854-585-2935,************3358
3210,City Hotel,0,14,2016,November,48,25,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,369.0,0,Transient-Party,76.0,1,0,Check-Out,2016-11-26,Emily White,Emily_W80@mail.com,780-290-2963,************4769
3211,City Hotel,0,53,2017,June,24,15,2,5,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,1,Check-Out,2017-06-22,Kristina Kline,KKline63@verizon.com,801-538-0856,************8624
3212,City Hotel,0,7,2015,August,36,31,1,5,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,75.0,0,0,Check-Out,2015-09-06,Michelle Parks,Michelle.Parks@outlook.com,727-755-6136,************3295
3213,City Hotel,1,59,2017,February,8,19,2,2,3,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,83.0,,0,Transient,164.8,0,0,Canceled,2017-02-16,Steven Lee,Lee_Steven71@yahoo.com,748-502-2765,************3321
3214,City Hotel,0,127,2016,November,45,2,1,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.0,0,3,Check-Out,2016-11-07,Madison Ellison,Ellison_Madison@gmail.com,496-405-5931,************7395
3215,City Hotel,0,0,2016,April,17,18,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,4,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2016-04-19,Heather Perkins,Heather_Perkins@gmail.com,806-784-1539,************9049
3216,City Hotel,0,4,2015,November,48,23,1,2,1,0.0,0,BB,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,70.0,0,0,Check-Out,2015-11-26,Alice Campbell,Alice.C@gmail.com,795-315-2254,************2426
3217,City Hotel,0,9,2017,March,10,7,0,2,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,118.0,0,0,Check-Out,2017-03-09,David Nguyen,Nguyen.David@hotmail.com,795-325-0827,************5513
3218,Resort Hotel,0,201,2015,September,38,19,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,2.0,,0,Transient,100.93,0,0,Check-Out,2015-09-26,Alex Adams,Alex.Adams82@mail.com,701-225-4670,************8656
3219,Resort Hotel,0,60,2015,August,33,11,0,4,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,,0,Transient,188.0,0,0,Check-Out,2015-08-15,Bryan Porter,Bryan.P83@aol.com,688-875-4020,************1087
3220,City Hotel,0,5,2016,March,13,21,1,1,1,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.0,0,1,Check-Out,2016-03-23,Glenn Orr,GlennOrr@gmail.com,820-306-7661,************7476
3221,City Hotel,0,94,2016,April,18,28,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,111.6,0,0,Check-Out,2016-04-30,Sarah Gibson,Gibson_Sarah54@yandex.com,754-816-7827,************2405
3222,Resort Hotel,0,0,2016,February,8,18,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,65.0,0,0,Check-Out,2016-02-19,Jeffery Jones,Jeffery_J36@verizon.com,603-228-0600,************2300
